Year,Month,Month_Number,Data_Item,Value,Units,Source
2023,December,12,American processed cheese retail price,4.956,Dollars per pound,BLS
2024,January,1,American processed cheese retail price,4.904,Dollars per pound,BLS
2024,February,2,American processed cheese retail price,4.769,Dollars per pound,BLS
2024,March,3,American processed cheese retail price,4.854,Dollars per pound,BLS
2024,April,4,American processed cheese retail price,4.776,Dollars per pound,BLS
2024,May,5,American processed cheese retail price,4.819,Dollars per pound,BLS
2024,June,6,American processed cheese retail price,4.943,Dollars per pound,BLS
2024,July,7,American processed cheese retail price,4.874,Dollars per pound,BLS
2024,August,8,American processed cheese retail price,4.841,Dollars per pound,BLS
2024,September,9,American processed cheese retail price,4.951,Dollars per pound,BLS
2024,October,10,American processed cheese retail price,5.059,Dollars per pound,BLS
2024,November,11,American processed cheese retail price,4.941,Dollars per pound,BLS
2024,December,12,American processed cheese retail price,4.983,Dollars per pound,BLS
2025,January,1,American processed cheese retail price,5.058,Dollars per pound,BLS
2025,February,2,American processed cheese retail price,5.026,Dollars per pound,BLS
2025,March,3,American processed cheese retail price,4.946,Dollars per pound,BLS
2025,April,4,American processed cheese retail price,4.987,Dollars per pound,BLS
2025,May,5,American processed cheese retail price,5.063,Dollars per pound,BLS
2025,June,6,American processed cheese retail price,5.038,Dollars per pound,BLS
2025,July,7,American processed cheese retail price,4.906,Dollars per pound,BLS
2025,August,8,American processed cheese retail price,5.008,Dollars per pound,BLS
2023,August,8,"Cheddar cheese, natural retail price",5.897,Dollars per pound,BLS
2023,September,9,"Cheddar cheese, natural retail price",5.846,Dollars per pound,BLS
2023,October,10,"Cheddar cheese, natural retail price",5.846,Dollars per pound,BLS
2023,November,11,"Cheddar cheese, natural retail price",5.650,Dollars per pound,BLS
2023,December,12,"Cheddar cheese, natural retail price",5.545,Dollars per pound,BLS
2024,January,1,"Cheddar cheese, natural retail price",5.724,Dollars per pound,BLS
2024,February,2,"Cheddar cheese, natural retail price",5.726,Dollars per pound,BLS
2024,March,3,"Cheddar cheese, natural retail price",5.689,Dollars per pound,BLS
2024,April,4,"Cheddar cheese, natural retail price",5.510,Dollars per pound,BLS
2024,May,5,"Cheddar cheese, natural retail price",5.551,Dollars per pound,BLS
2024,June,6,"Cheddar cheese, natural retail price",5.537,Dollars per pound,BLS
2024,July,7,"Cheddar cheese, natural retail price",5.599,Dollars per pound,BLS
2024,August,8,"Cheddar cheese, natural retail price",5.763,Dollars per pound,BLS
2024,September,9,"Cheddar cheese, natural retail price",5.731,Dollars per pound,BLS
2024,October,10,"Cheddar cheese, natural retail price",5.844,Dollars per pound,BLS
2024,November,11,"Cheddar cheese, natural retail price",5.676,Dollars per pound,BLS
2024,December,12,"Cheddar cheese, natural retail price",5.621,Dollars per pound,BLS
2025,January,1,"Cheddar cheese, natural retail price",5.698,Dollars per pound,BLS
2025,February,2,"Cheddar cheese, natural retail price",5.536,Dollars per pound,BLS
2025,March,3,"Cheddar cheese, natural retail price",5.737,Dollars per pound,BLS
2025,April,4,"Cheddar cheese, natural retail price",5.743,Dollars per pound,BLS
2025,May,5,"Cheddar cheese, natural retail price",5.908,Dollars per pound,BLS
2025,June,6,"Cheddar cheese, natural retail price",5.999,Dollars per pound,BLS
2025,July,7,"Cheddar cheese, natural retail price",6.041,Dollars per pound,BLS
2025,August,8,"Cheddar cheese, natural retail price",6.123,Dollars per pound,BLS
2023,August,8,"Ice cream, prepackaged  retail price",5.904,Dollars per half gallon,BLS
2023,September,9,"Ice cream, prepackaged  retail price",5.959,Dollars per half gallon,BLS
2023,October,10,"Ice cream, prepackaged  retail price",6.041,Dollars per half gallon,BLS
2023,November,11,"Ice cream, prepackaged  retail price",6.014,Dollars per half gallon,BLS
2023,December,12,"Ice cream, prepackaged  retail price",6.015,Dollars per half gallon,BLS
2024,January,1,"Ice cream, prepackaged  retail price",5.903,Dollars per half gallon,BLS
2024,February,2,"Ice cream, prepackaged  retail price",5.885,Dollars per half gallon,BLS
2024,March,3,"Ice cream, prepackaged  retail price",5.733,Dollars per half gallon,BLS
2024,April,4,"Ice cream, prepackaged  retail price",6.196,Dollars per half gallon,BLS
2024,May,5,"Ice cream, prepackaged  retail price",6.000,Dollars per half gallon,BLS
2024,June,6,"Ice cream, prepackaged  retail price",6.137,Dollars per half gallon,BLS
2024,July,7,"Ice cream, prepackaged  retail price",6.030,Dollars per half gallon,BLS
2024,August,8,"Ice cream, prepackaged  retail price",6.357,Dollars per half gallon,BLS
2024,September,9,"Ice cream, prepackaged  retail price",6.338,Dollars per half gallon,BLS
2024,October,10,"Ice cream, prepackaged  retail price",6.295,Dollars per half gallon,BLS
2024,November,11,"Ice cream, prepackaged  retail price",6.447,Dollars per half gallon,BLS
2024,December,12,"Ice cream, prepackaged  retail price",6.270,Dollars per half gallon,BLS
2025,January,1,"Ice cream, prepackaged  retail price",6.459,Dollars per half gallon,BLS
2025,February,2,"Ice cream, prepackaged  retail price",6.255,Dollars per half gallon,BLS
2025,March,3,"Ice cream, prepackaged  retail price",6.328,Dollars per half gallon,BLS
2025,April,4,"Ice cream, prepackaged  retail price",6.229,Dollars per half gallon,BLS
2025,May,5,"Ice cream, prepackaged  retail price",6.466,Dollars per half gallon,BLS
2025,June,6,"Ice cream, prepackaged  retail price",6.493,Dollars per half gallon,BLS
2025,July,7,"Ice cream, prepackaged  retail price",6.374,Dollars per half gallon,BLS
2025,August,8,"Ice cream, prepackaged  retail price",6.505,Dollars per half gallon,BLS
,,,,,,
"Source: ""BLS"" are average prices reported by the U.S. Department of Labor, Bureau of Labor Statistics (BLS). ""AMS"" are data reported by the USDA Agricultural Marketing Service. ""ERS"" are USDA, Economic Research Service calculations based on BLS and AMS data.",,,,,,
