Year,Month,Month-number,Data_Item,Value,Units
2014,May,5,Choice beef gross farm value,344.520000000000000000000000000000,Cents per pound of retail equivalent
2014,June,6,Choice beef gross farm value,358.488000000000000000000000000000,Cents per pound of retail equivalent
2014,July,7,Choice beef gross farm value,378.432000000000000000000000000000,Cents per pound of retail equivalent
2014,August,8,Choice beef gross farm value,377.016000000000000000000000000000,Cents per pound of retail equivalent
2014,September,9,Choice beef gross farm value,387.528000000000000000000000000000,Cents per pound of retail equivalent
2014,October,10,Choice beef gross farm value,394.968000000000000000000000000000,Cents per pound of retail equivalent
2014,November,11,Choice beef gross farm value,410.304000000000000000000000000000,Cents per pound of retail equivalent
2014,December,12,Choice beef gross farm value,391.488000000000000000000000000000,Cents per pound of retail equivalent
2015,January,1,Choice beef gross farm value,394.464000000000000000000000000000,Cents per pound of retail equivalent
2015,February,2,Choice beef gross farm value,383.736000000000000000000000000000,Cents per pound of retail equivalent
2015,March,3,Choice beef gross farm value,389.808000000000000000000000000000,Cents per pound of retail equivalent
2015,April,4,Choice beef gross farm value,387.552000000000000000000000000000,Cents per pound of retail equivalent
2015,May,5,Choice beef gross farm value,385.704000000000000000000000000000,Cents per pound of retail equivalent
2015,June,6,Choice beef gross farm value,362.832000000000000000000000000000,Cents per pound of retail equivalent
2015,July,7,Choice beef gross farm value,357.072000000000000000000000000000,Cents per pound of retail equivalent
2015,August,8,Choice beef gross farm value,358.800000000000000000000000000000,Cents per pound of retail equivalent
2015,September,9,Choice beef gross farm value,326.496000000000000000000000000000,Cents per pound of retail equivalent
2015,October,10,Choice beef gross farm value,320.184000000000000000000000000000,Cents per pound of retail equivalent
2015,November,11,Choice beef gross farm value,308.016000000000000000000000000000,Cents per pound of retail equivalent
2015,December,12,Choice beef gross farm value,299.280000000000000000000000000000,Cents per pound of retail equivalent
2016,January,1,Choice beef gross farm value,322.872000000000000000000000000000,Cents per pound of retail equivalent
2016,February,2,Choice beef gross farm value,324.072000000000000000000000000000,Cents per pound of retail equivalent
2016,March,3,Choice beef gross farm value,327.312000000000000000000000000000,Cents per pound of retail equivalent
2016,April,4,Choice beef gross farm value,313.800000000000000000000000000000,Cents per pound of retail equivalent
2016,May,5,Choice beef gross farm value,312.480000000000000000000000000000,Cents per pound of retail equivalent
2016,June,6,Choice beef gross farm value,295.272000000000000000000000000000,Cents per pound of retail equivalent
2016,July,7,Choice beef gross farm value,281.904000000000000000000000000000,Cents per pound of retail equivalent
2016,August,8,Choice beef gross farm value,279.768000000000000000000000000000,Cents per pound of retail equivalent
2016,September,9,Choice beef gross farm value,252.960000000000000000000000000000,Cents per pound of retail equivalent
2016,October,10,Choice beef gross farm value,244.104000000000000000000000000000,Cents per pound of retail equivalent
2016,November,11,Choice beef gross farm value,262.392000000000000000000000000000,Cents per pound of retail equivalent
2016,December,12,Choice beef gross farm value,272.352000000000000000000000000000,Cents per pound of retail equivalent
2017,January,1,Choice beef gross farm value,288.312000000000000000000000000000,Cents per pound of retail equivalent
2017,February,2,Choice beef gross farm value,291.672000000000000000000000000000,Cents per pound of retail equivalent
2017,March,3,Choice beef gross farm value,303.600000000000000000000000000000,Cents per pound of retail equivalent
2017,April,4,Choice beef gross farm value,313.776000000000000000000000000000,Cents per pound of retail equivalent
2017,May,5,Choice beef gross farm value,330.312000000000000000000000000000,Cents per pound of retail equivalent
2017,June,6,Choice beef gross farm value,316.080000000000000000000000000000,Cents per pound of retail equivalent
2017,July,7,Choice beef gross farm value,285.456000000000000000000000000000,Cents per pound of retail equivalent
2017,August,8,Choice beef gross farm value,266.472000000000000000000000000000,Cents per pound of retail equivalent
2017,September,9,Choice beef gross farm value,257.112000000000000000000000000000,Cents per pound of retail equivalent
2017,October,10,Choice beef gross farm value,270.912000000000000000000000000000,Cents per pound of retail equivalent
2017,November,11,Choice beef gross farm value,292.368000000000000000000000000000,Cents per pound of retail equivalent
2017,December,12,Choice beef gross farm value,287.232000000000000000000000000000,Cents per pound of retail equivalent
2018,January,1,Choice beef gross farm value,294.048000000000000000000000000000,Cents per pound of retail equivalent
2018,February,2,Choice beef gross farm value,306.456000000000000000000000000000,Cents per pound of retail equivalent
2018,March,3,Choice beef gross farm value,299.400000000000000000000000000000,Cents per pound of retail equivalent
2018,April,4,Choice beef gross farm value,288.312000000000000000000000000000,Cents per pound of retail equivalent
2018,May,5,Choice beef gross farm value,288.768000000000000000000000000000,Cents per pound of retail equivalent
2018,June,6,Choice beef gross farm value,262.920000000000000000000000000000,Cents per pound of retail equivalent
2018,July,7,Choice beef gross farm value,269.040000000000000000000000000000,Cents per pound of retail equivalent
2018,August,8,Choice beef gross farm value,266.016000000000000000000000000000,Cents per pound of retail equivalent
2018,September,9,Choice beef gross farm value,264.744000000000000000000000000000,Cents per pound of retail equivalent
2018,October,10,Choice beef gross farm value,270.864000000000000000000000000000,Cents per pound of retail equivalent
2018,November,11,Choice beef gross farm value,280.656000000000000000000000000000,Cents per pound of retail equivalent
2018,December,12,Choice beef gross farm value,286.824000000000000000000000000000,Cents per pound of retail equivalent
2019,January,1,Choice beef gross farm value,295.800000000000000000000000000000,Cents per pound of retail equivalent
2019,February,2,Choice beef gross farm value,299.208000000000000000000000000000,Cents per pound of retail equivalent
2019,March,3,Choice beef gross farm value,305.448000000000000000000000000000,Cents per pound of retail equivalent
2019,April,4,Choice beef gross farm value,300.096000000000000000000000000000,Cents per pound of retail equivalent
2019,May,5,Choice beef gross farm value,279.000000000000000000000000000000,Cents per pound of retail equivalent
2019,June,6,Choice beef gross farm value,261.672000000000000000000000000000,Cents per pound of retail equivalent
2019,July,7,Choice beef gross farm value,268.800000000000000000000000000000,Cents per pound of retail equivalent
2019,August,8,Choice beef gross farm value,253.992000000000000000000000000000,Cents per pound of retail equivalent
2019,September,9,Choice beef gross farm value,240.936000000000000000000000000000,Cents per pound of retail equivalent
2019,October,10,Choice beef gross farm value,259.200000000000000000000000000000,Cents per pound of retail equivalent
2019,November,11,Choice beef gross farm value,273.600000000000000000000000000000,Cents per pound of retail equivalent
2019,December,12,Choice beef gross farm value,288.480000000000000000000000000000,Cents per pound of retail equivalent
2020,January,1,Choice beef gross farm value,296.448000000000000000000000000000,Cents per pound of retail equivalent
2020,February,2,Choice beef gross farm value,284.520000000000000000000000000000,Cents per pound of retail equivalent
2020,March,3,Choice beef gross farm value,269.472000000000000000000000000000,Cents per pound of retail equivalent
2020,April,4,Choice beef gross farm value,248.328000000000000000000000000000,Cents per pound of retail equivalent
2020,May,5,Choice beef gross farm value,257.952000000000000000000000000000,Cents per pound of retail equivalent
2020,June,6,Choice beef gross farm value,249.408000000000000000000000000000,Cents per pound of retail equivalent
2020,July,7,Choice beef gross farm value,228.912000000000000000000000000000,Cents per pound of retail equivalent
2020,August,8,Choice beef gross farm value,258.744000000000000000000000000000,Cents per pound of retail equivalent
2020,September,9,Choice beef gross farm value,249.912000000000000000000000000000,Cents per pound of retail equivalent
2020,October,10,Choice beef gross farm value,257.184000000000000000000000000000,Cents per pound of retail equivalent
2020,November,11,Choice beef gross farm value,263.664000000000000000000000000000,Cents per pound of retail equivalent
2020,December,12,Choice beef gross farm value,264.072000000000000000000000000000,Cents per pound of retail equivalent
2021,January,1,Choice beef gross farm value,270.000000000000000000000000000000,Cents per pound of retail equivalent
2021,February,2,Choice beef gross farm value,273.528000000000000000000000000000,Cents per pound of retail equivalent
2021,March,3,Choice beef gross farm value,274.152000000000000000000000000000,Cents per pound of retail equivalent
2021,April,4,Choice beef gross farm value,287.568000000000000000000000000000,Cents per pound of retail equivalent
2021,May,5,Choice beef gross farm value,283.968000000000000000000000000000,Cents per pound of retail equivalent
2021,June,6,Choice beef gross farm value,288.552000000000000000000000000000,Cents per pound of retail equivalent
2021,July,7,Choice beef gross farm value,284.904000000000000000000000000000,Cents per pound of retail equivalent
2021,August,8,Choice beef gross farm value,291.168000000000000000000000000000,Cents per pound of retail equivalent
2021,September,9,Choice beef gross farm value,296.832000000000000000000000000000,Cents per pound of retail equivalent
2021,October,10,Choice beef gross farm value,298.896000000000000000000000000000,Cents per pound of retail equivalent
2021,November,11,Choice beef gross farm value,320.424000000000000000000000000000,Cents per pound of retail equivalent
2021,December,12,Choice beef gross farm value,332.232000000000000000000000000000,Cents per pound of retail equivalent
2022,January,1,Choice beef gross farm value,328.608000000000000000000000000000,Cents per pound of retail equivalent
2022,February,2,Choice beef gross farm value,339.264000000000000000000000000000,Cents per pound of retail equivalent
2022,March,3,Choice beef gross farm value,331.776000000000000000000000000000,Cents per pound of retail equivalent
2022,April,4,Choice beef gross farm value,333.720000000000000000000000000000,Cents per pound of retail equivalent
2022,May,5,Choice beef gross farm value,349.512000000000000000000000000000,Cents per pound of retail equivalent
2022,June,6,Choice beef gross farm value,328.896000000000000000000000000000,Cents per pound of retail equivalent
2022,July,7,Choice beef gross farm value,326.592000000000000000000000000000,Cents per pound of retail equivalent
2022,August,8,Choice beef gross farm value,336.000000000000000000000000000000,Cents per pound of retail equivalent
2022,September,9,Choice beef gross farm value,341.592000000000000000000000000000,Cents per pound of retail equivalent
2022,October,10,Choice beef gross farm value,355.200000000000000000000000000000,Cents per pound of retail equivalent
2022,November,11,Choice beef gross farm value,364.152000000000000000000000000000,Cents per pound of retail equivalent
2022,December,12,Choice beef gross farm value,373.392000000000000000000000000000,Cents per pound of retail equivalent
2023,January,1,Choice beef gross farm value,374.640000000000000000000000000000,Cents per pound of retail equivalent
2023,February,2,Choice beef gross farm value,388.488000000000000000000000000000,Cents per pound of retail equivalent
2023,March,3,Choice beef gross farm value,394.728000000000000000000000000000,Cents per pound of retail equivalent
2023,April,4,Choice beef gross farm value,417.792000000000000000000000000000,Cents per pound of retail equivalent
2023,May,5,Choice beef gross farm value,409.968000000000000000000000000000,Cents per pound of retail equivalent
2023,June,6,Choice beef gross farm value,432.288000000000000000000000000000,Cents per pound of retail equivalent
2023,July,7,Choice beef gross farm value,431.184000000000000000000000000000,Cents per pound of retail equivalent
2023,August,8,Choice beef gross farm value,430.776000000000000000000000000000,Cents per pound of retail equivalent
2023,September,9,Choice beef gross farm value,436.728000000000000000000000000000,Cents per pound of retail equivalent
2023,October,10,Choice beef gross farm value,439.056000000000000000000000000000,Cents per pound of retail equivalent
2023,November,11,Choice beef gross farm value,427.680000000000000000000000000000,Cents per pound of retail equivalent
2023,December,12,Choice beef gross farm value,409.992000000000000000000000000000,Cents per pound of retail equivalent
2024,January,1,Choice beef gross farm value,417.168000000000000000000000000000,Cents per pound of retail equivalent
2024,February,2,Choice beef gross farm value,434.160000000000000000000000000000,Cents per pound of retail equivalent
2024,March,3,Choice beef gross farm value,447.072000000000000000000000000000,Cents per pound of retail equivalent
2024,April,4,Choice beef gross farm value,438.048000000000000000000000000000,Cents per pound of retail equivalent
2024,May,5,Choice beef gross farm value,445.440000000000000000000000000000,Cents per pound of retail equivalent
2024,June,6,Choice beef gross farm value,451.584000000000000000000000000000,Cents per pound of retail equivalent
2024,July,7,Choice beef gross farm value,453.216000000000000000000000000000,Cents per pound of retail equivalent
2024,August,8,Choice beef gross farm value,444.384000000000000000000000000000,Cents per pound of retail equivalent
2024,September,9,Choice beef gross farm value,438.672000000000000000000000000000,Cents per pound of retail equivalent
2024,October,10,Choice beef gross farm value,451.008000000000000000000000000000,Cents per pound of retail equivalent
2024,November,11,Choice beef gross farm value,449.232000000000000000000000000000,Cents per pound of retail equivalent
2024,December,12,Choice beef gross farm value,459.576000000000000000000000000000,Cents per pound of retail equivalent
1970,January,1,Choice beef net farm value,61.400000000000000000000000000000,Cents per pound of retail equivalent
1970,February,2,Choice beef net farm value,63.400000000000000000000000000000,Cents per pound of retail equivalent
1970,March,3,Choice beef net farm value,67.500000000000000000000000000000,Cents per pound of retail equivalent
1970,April,4,Choice beef net farm value,66.900000000000000000000000000000,Cents per pound of retail equivalent
1970,May,5,Choice beef net farm value,64.700000000000000000000000000000,Cents per pound of retail equivalent
1970,June,6,Choice beef net farm value,66.500000000000000000000000000000,Cents per pound of retail equivalent
1970,July,7,Choice beef net farm value,68.200000000000000000000000000000,Cents per pound of retail equivalent
1970,August,8,Choice beef net farm value,65.700000000000000000000000000000,Cents per pound of retail equivalent
1970,September,9,Choice beef net farm value,64.400000000000000000000000000000,Cents per pound of retail equivalent
1970,October,10,Choice beef net farm value,63.000000000000000000000000000000,Cents per pound of retail equivalent
1970,November,11,Choice beef net farm value,59.800000000000000000000000000000,Cents per pound of retail equivalent
1970,December,12,Choice beef net farm value,58.800000000000000000000000000000,Cents per pound of retail equivalent
1971,January,1,Choice beef net farm value,63.000000000000000000000000000000,Cents per pound of retail equivalent
1971,February,2,Choice beef net farm value,70.200000000000000000000000000000,Cents per pound of retail equivalent
1971,March,3,Choice beef net farm value,69.500000000000000000000000000000,Cents per pound of retail equivalent
1971,April,4,Choice beef net farm value,70.800000000000000000000000000000,Cents per pound of retail equivalent
1971,May,5,Choice beef net farm value,71.600000000000000000000000000000,Cents per pound of retail equivalent
1971,June,6,Choice beef net farm value,70.700000000000000000000000000000,Cents per pound of retail equivalent
1971,July,7,Choice beef net farm value,70.800000000000000000000000000000,Cents per pound of retail equivalent
1971,August,8,Choice beef net farm value,72.500000000000000000000000000000,Cents per pound of retail equivalent
1971,September,9,Choice beef net farm value,71.100000000000000000000000000000,Cents per pound of retail equivalent
1971,October,10,Choice beef net farm value,70.500000000000000000000000000000,Cents per pound of retail equivalent
1971,November,11,Choice beef net farm value,73.300000000000000000000000000000,Cents per pound of retail equivalent
1971,December,12,Choice beef net farm value,74.800000000000000000000000000000,Cents per pound of retail equivalent
1972,January,1,Choice beef net farm value,77.500000000000000000000000000000,Cents per pound of retail equivalent
1972,February,2,Choice beef net farm value,78.400000000000000000000000000000,Cents per pound of retail equivalent
1972,March,3,Choice beef net farm value,75.200000000000000000000000000000,Cents per pound of retail equivalent
1972,April,4,Choice beef net farm value,73.600000000000000000000000000000,Cents per pound of retail equivalent
1972,May,5,Choice beef net farm value,76.500000000000000000000000000000,Cents per pound of retail equivalent
1972,June,6,Choice beef net farm value,81.100000000000000000000000000000,Cents per pound of retail equivalent
1972,July,7,Choice beef net farm value,81.100000000000000000000000000000,Cents per pound of retail equivalent
1972,August,8,Choice beef net farm value,74.400000000000000000000000000000,Cents per pound of retail equivalent
1972,September,9,Choice beef net farm value,73.000000000000000000000000000000,Cents per pound of retail equivalent
1972,October,10,Choice beef net farm value,72.600000000000000000000000000000,Cents per pound of retail equivalent
1972,November,11,Choice beef net farm value,70.000000000000000000000000000000,Cents per pound of retail equivalent
1972,December,12,Choice beef net farm value,78.300000000000000000000000000000,Cents per pound of retail equivalent
1973,January,1,Choice beef net farm value,86.400000000000000000000000000000,Cents per pound of retail equivalent
1973,February,2,Choice beef net farm value,91.800000000000000000000000000000,Cents per pound of retail equivalent
1973,March,3,Choice beef net farm value,96.800000000000000000000000000000,Cents per pound of retail equivalent
1973,April,4,Choice beef net farm value,95.700000000000000000000000000000,Cents per pound of retail equivalent
1973,May,5,Choice beef net farm value,97.200000000000000000000000000000,Cents per pound of retail equivalent
1973,June,6,Choice beef net farm value,99.200000000000000000000000000000,Cents per pound of retail equivalent
1973,July,7,Choice beef net farm value,101.400000000000000000000000000000,Cents per pound of retail equivalent
1973,August,8,Choice beef net farm value,115.300000000000000000000000000000,Cents per pound of retail equivalent
1973,September,9,Choice beef net farm value,96.600000000000000000000000000000,Cents per pound of retail equivalent
1973,October,10,Choice beef net farm value,87.700000000000000000000000000000,Cents per pound of retail equivalent
1973,November,11,Choice beef net farm value,84.400000000000000000000000000000,Cents per pound of retail equivalent
1973,December,12,Choice beef net farm value,84.100000000000000000000000000000,Cents per pound of retail equivalent
1974,January,1,Choice beef net farm value,102.300000000000000000000000000000,Cents per pound of retail equivalent
1974,February,2,Choice beef net farm value,99.900000000000000000000000000000,Cents per pound of retail equivalent
1974,March,3,Choice beef net farm value,91.300000000000000000000000000000,Cents per pound of retail equivalent
1974,April,4,Choice beef net farm value,89.700000000000000000000000000000,Cents per pound of retail equivalent
1974,May,5,Choice beef net farm value,88.600000000000000000000000000000,Cents per pound of retail equivalent
1974,June,6,Choice beef net farm value,83.000000000000000000000000000000,Cents per pound of retail equivalent
1974,July,7,Choice beef net farm value,96.900000000000000000000000000000,Cents per pound of retail equivalent
1974,August,8,Choice beef net farm value,103.900000000000000000000000000000,Cents per pound of retail equivalent
1974,September,9,Choice beef net farm value,90.900000000000000000000000000000,Cents per pound of retail equivalent
1974,October,10,Choice beef net farm value,87.700000000000000000000000000000,Cents per pound of retail equivalent
1974,November,11,Choice beef net farm value,84.100000000000000000000000000000,Cents per pound of retail equivalent
1974,December,12,Choice beef net farm value,82.700000000000000000000000000000,Cents per pound of retail equivalent
1975,January,1,Choice beef net farm value,82.000000000000000000000000000000,Cents per pound of retail equivalent
1975,February,2,Choice beef net farm value,78.700000000000000000000000000000,Cents per pound of retail equivalent
1975,March,3,Choice beef net farm value,81.100000000000000000000000000000,Cents per pound of retail equivalent
1975,April,4,Choice beef net farm value,96.200000000000000000000000000000,Cents per pound of retail equivalent
1975,May,5,Choice beef net farm value,110.900000000000000000000000000000,Cents per pound of retail equivalent
1975,June,6,Choice beef net farm value,117.600000000000000000000000000000,Cents per pound of retail equivalent
1975,July,7,Choice beef net farm value,112.900000000000000000000000000000,Cents per pound of retail equivalent
1975,August,8,Choice beef net farm value,103.600000000000000000000000000000,Cents per pound of retail equivalent
1975,September,9,Choice beef net farm value,107.100000000000000000000000000000,Cents per pound of retail equivalent
1975,October,10,Choice beef net farm value,104.000000000000000000000000000000,Cents per pound of retail equivalent
1975,November,11,Choice beef net farm value,98.500000000000000000000000000000,Cents per pound of retail equivalent
1975,December,12,Choice beef net farm value,100.200000000000000000000000000000,Cents per pound of retail equivalent
1976,January,1,Choice beef net farm value,90.000000000000000000000000000000,Cents per pound of retail equivalent
1976,February,2,Choice beef net farm value,84.500000000000000000000000000000,Cents per pound of retail equivalent
1976,March,3,Choice beef net farm value,78.700000000000000000000000000000,Cents per pound of retail equivalent
1976,April,4,Choice beef net farm value,93.700000000000000000000000000000,Cents per pound of retail equivalent
1976,May,5,Choice beef net farm value,87.700000000000000000000000000000,Cents per pound of retail equivalent
1976,June,6,Choice beef net farm value,87.100000000000000000000000000000,Cents per pound of retail equivalent
1976,July,7,Choice beef net farm value,81.000000000000000000000000000000,Cents per pound of retail equivalent
1976,August,8,Choice beef net farm value,79.700000000000000000000000000000,Cents per pound of retail equivalent
1976,September,9,Choice beef net farm value,79.100000000000000000000000000000,Cents per pound of retail equivalent
1976,October,10,Choice beef net farm value,80.800000000000000000000000000000,Cents per pound of retail equivalent
1976,November,11,Choice beef net farm value,85.200000000000000000000000000000,Cents per pound of retail equivalent
1976,December,12,Choice beef net farm value,86.500000000000000000000000000000,Cents per pound of retail equivalent
1977,January,1,Choice beef net farm value,81.100000000000000000000000000000,Cents per pound of retail equivalent
1977,February,2,Choice beef net farm value,80.700000000000000000000000000000,Cents per pound of retail equivalent
1977,March,3,Choice beef net farm value,78.700000000000000000000000000000,Cents per pound of retail equivalent
1977,April,4,Choice beef net farm value,84.600000000000000000000000000000,Cents per pound of retail equivalent
1977,May,5,Choice beef net farm value,89.000000000000000000000000000000,Cents per pound of retail equivalent
1977,June,6,Choice beef net farm value,86.000000000000000000000000000000,Cents per pound of retail equivalent
1977,July,7,Choice beef net farm value,87.500000000000000000000000000000,Cents per pound of retail equivalent
1977,August,8,Choice beef net farm value,85.000000000000000000000000000000,Cents per pound of retail equivalent
1977,September,9,Choice beef net farm value,86.200000000000000000000000000000,Cents per pound of retail equivalent
1977,October,10,Choice beef net farm value,90.800000000000000000000000000000,Cents per pound of retail equivalent
1977,November,11,Choice beef net farm value,89.700000000000000000000000000000,Cents per pound of retail equivalent
1977,December,12,Choice beef net farm value,92.600000000000000000000000000000,Cents per pound of retail equivalent
1978,January,1,Choice beef net farm value,92.900000000000000000000000000000,Cents per pound of retail equivalent
1978,February,2,Choice beef net farm value,96.600000000000000000000000000000,Cents per pound of retail equivalent
1978,March,3,Choice beef net farm value,105.500000000000000000000000000000,Cents per pound of retail equivalent
1978,April,4,Choice beef net farm value,114.500000000000000000000000000000,Cents per pound of retail equivalent
1978,May,5,Choice beef net farm value,125.500000000000000000000000000000,Cents per pound of retail equivalent
1978,June,6,Choice beef net farm value,120.500000000000000000000000000000,Cents per pound of retail equivalent
1978,July,7,Choice beef net farm value,117.400000000000000000000000000000,Cents per pound of retail equivalent
1978,August,8,Choice beef net farm value,110.200000000000000000000000000000,Cents per pound of retail equivalent
1978,September,9,Choice beef net farm value,113.700000000000000000000000000000,Cents per pound of retail equivalent
1978,October,10,Choice beef net farm value,113.400000000000000000000000000000,Cents per pound of retail equivalent
1978,November,11,Choice beef net farm value,111.900000000000000000000000000000,Cents per pound of retail equivalent
1978,December,12,Choice beef net farm value,118.200000000000000000000000000000,Cents per pound of retail equivalent
1979,January,1,Choice beef net farm value,128.800000000000000000000000000000,Cents per pound of retail equivalent
1979,February,2,Choice beef net farm value,137.800000000000000000000000000000,Cents per pound of retail equivalent
1979,March,3,Choice beef net farm value,147.800000000000000000000000000000,Cents per pound of retail equivalent
1979,April,4,Choice beef net farm value,154.700000000000000000000000000000,Cents per pound of retail equivalent
1979,May,5,Choice beef net farm value,151.600000000000000000000000000000,Cents per pound of retail equivalent
1979,June,6,Choice beef net farm value,141.900000000000000000000000000000,Cents per pound of retail equivalent
1979,July,7,Choice beef net farm value,138.500000000000000000000000000000,Cents per pound of retail equivalent
1979,August,8,Choice beef net farm value,130.400000000000000000000000000000,Cents per pound of retail equivalent
1979,September,9,Choice beef net farm value,143.000000000000000000000000000000,Cents per pound of retail equivalent
1979,October,10,Choice beef net farm value,137.700000000000000000000000000000,Cents per pound of retail equivalent
1979,November,11,Choice beef net farm value,142.600000000000000000000000000000,Cents per pound of retail equivalent
1979,December,12,Choice beef net farm value,145.100000000000000000000000000000,Cents per pound of retail equivalent
1980,January,1,Choice beef net farm value,140.200000000000000000000000000000,Cents per pound of retail equivalent
1980,February,2,Choice beef net farm value,145.700000000000000000000000000000,Cents per pound of retail equivalent
1980,March,3,Choice beef net farm value,145.700000000000000000000000000000,Cents per pound of retail equivalent
1980,April,4,Choice beef net farm value,138.800000000000000000000000000000,Cents per pound of retail equivalent
1980,May,5,Choice beef net farm value,143.200000000000000000000000000000,Cents per pound of retail equivalent
1980,June,6,Choice beef net farm value,146.700000000000000000000000000000,Cents per pound of retail equivalent
1980,July,7,Choice beef net farm value,154.200000000000000000000000000000,Cents per pound of retail equivalent
1980,August,8,Choice beef net farm value,156.000000000000000000000000000000,Cents per pound of retail equivalent
1980,September,9,Choice beef net farm value,150.700000000000000000000000000000,Cents per pound of retail equivalent
1980,October,10,Choice beef net farm value,145.900000000000000000000000000000,Cents per pound of retail equivalent
1980,November,11,Choice beef net farm value,139.900000000000000000000000000000,Cents per pound of retail equivalent
1980,December,12,Choice beef net farm value,140.600000000000000000000000000000,Cents per pound of retail equivalent
1981,January,1,Choice beef net farm value,138.700000000000000000000000000000,Cents per pound of retail equivalent
1981,February,2,Choice beef net farm value,134.500000000000000000000000000000,Cents per pound of retail equivalent
1981,March,3,Choice beef net farm value,131.200000000000000000000000000000,Cents per pound of retail equivalent
1981,April,4,Choice beef net farm value,138.600000000000000000000000000000,Cents per pound of retail equivalent
1981,May,5,Choice beef net farm value,146.300000000000000000000000000000,Cents per pound of retail equivalent
1981,June,6,Choice beef net farm value,149.800000000000000000000000000000,Cents per pound of retail equivalent
1981,July,7,Choice beef net farm value,148.600000000000000000000000000000,Cents per pound of retail equivalent
1981,August,8,Choice beef net farm value,143.500000000000000000000000000000,Cents per pound of retail equivalent
1981,September,9,Choice beef net farm value,143.500000000000000000000000000000,Cents per pound of retail equivalent
1981,October,10,Choice beef net farm value,134.100000000000000000000000000000,Cents per pound of retail equivalent
1981,November,11,Choice beef net farm value,132.000000000000000000000000000000,Cents per pound of retail equivalent
1981,December,12,Choice beef net farm value,129.200000000000000000000000000000,Cents per pound of retail equivalent
1982,January,1,Choice beef net farm value,132.400000000000000000000000000000,Cents per pound of retail equivalent
1982,February,2,Choice beef net farm value,140.400000000000000000000000000000,Cents per pound of retail equivalent
1982,March,3,Choice beef net farm value,145.500000000000000000000000000000,Cents per pound of retail equivalent
1982,April,4,Choice beef net farm value,152.400000000000000000000000000000,Cents per pound of retail equivalent
1982,May,5,Choice beef net farm value,160.400000000000000000000000000000,Cents per pound of retail equivalent
1982,June,6,Choice beef net farm value,155.000000000000000000000000000000,Cents per pound of retail equivalent
1982,July,7,Choice beef net farm value,144.000000000000000000000000000000,Cents per pound of retail equivalent
1982,August,8,Choice beef net farm value,142.000000000000000000000000000000,Cents per pound of retail equivalent
1982,September,9,Choice beef net farm value,133.200000000000000000000000000000,Cents per pound of retail equivalent
1982,October,10,Choice beef net farm value,129.300000000000000000000000000000,Cents per pound of retail equivalent
1982,November,11,Choice beef net farm value,129.200000000000000000000000000000,Cents per pound of retail equivalent
1982,December,12,Choice beef net farm value,129.800000000000000000000000000000,Cents per pound of retail equivalent
1983,January,1,Choice beef net farm value,132.000000000000000000000000000000,Cents per pound of retail equivalent
1983,February,2,Choice beef net farm value,136.000000000000000000000000000000,Cents per pound of retail equivalent
1983,March,3,Choice beef net farm value,142.700000000000000000000000000000,Cents per pound of retail equivalent
1983,April,4,Choice beef net farm value,151.600000000000000000000000000000,Cents per pound of retail equivalent
1983,May,5,Choice beef net farm value,148.400000000000000000000000000000,Cents per pound of retail equivalent
1983,June,6,Choice beef net farm value,143.900000000000000000000000000000,Cents per pound of retail equivalent
1983,July,7,Choice beef net farm value,136.300000000000000000000000000000,Cents per pound of retail equivalent
1983,August,8,Choice beef net farm value,131.200000000000000000000000000000,Cents per pound of retail equivalent
1983,September,9,Choice beef net farm value,126.000000000000000000000000000000,Cents per pound of retail equivalent
1983,October,10,Choice beef net farm value,127.600000000000000000000000000000,Cents per pound of retail equivalent
1983,November,11,Choice beef net farm value,127.300000000000000000000000000000,Cents per pound of retail equivalent
1983,December,12,Choice beef net farm value,139.100000000000000000000000000000,Cents per pound of retail equivalent
1984,January,1,Choice beef net farm value,146.800000000000000000000000000000,Cents per pound of retail equivalent
1984,February,2,Choice beef net farm value,145.200000000000000000000000000000,Cents per pound of retail equivalent
1984,March,3,Choice beef net farm value,148.900000000000000000000000000000,Cents per pound of retail equivalent
1984,April,4,Choice beef net farm value,146.300000000000000000000000000000,Cents per pound of retail equivalent
1984,May,5,Choice beef net farm value,138.600000000000000000000000000000,Cents per pound of retail equivalent
1984,June,6,Choice beef net farm value,137.500000000000000000000000000000,Cents per pound of retail equivalent
1984,July,7,Choice beef net farm value,141.600000000000000000000000000000,Cents per pound of retail equivalent
1984,August,8,Choice beef net farm value,137.800000000000000000000000000000,Cents per pound of retail equivalent
1984,September,9,Choice beef net farm value,132.400000000000000000000000000000,Cents per pound of retail equivalent
1984,October,10,Choice beef net farm value,130.900000000000000000000000000000,Cents per pound of retail equivalent
1984,November,11,Choice beef net farm value,140.500000000000000000000000000000,Cents per pound of retail equivalent
1984,December,12,Choice beef net farm value,143.200000000000000000000000000000,Cents per pound of retail equivalent
1985,January,1,Choice beef net farm value,140.400000000000000000000000000000,Cents per pound of retail equivalent
1985,February,2,Choice beef net farm value,137.800000000000000000000000000000,Cents per pound of retail equivalent
1985,March,3,Choice beef net farm value,130.300000000000000000000000000000,Cents per pound of retail equivalent
1985,April,4,Choice beef net farm value,127.600000000000000000000000000000,Cents per pound of retail equivalent
1985,May,5,Choice beef net farm value,126.000000000000000000000000000000,Cents per pound of retail equivalent
1985,June,6,Choice beef net farm value,123.500000000000000000000000000000,Cents per pound of retail equivalent
