"Producer Price Index item","Month of forecast","Year of forecast","Year being forecast","Attribute","Forecast percent change"
"Farm-level milk",10,"2012","2013","Upper bound of prediction interval",71.9
"Farm-level milk",11,"2012","2013","Lower bound of prediction interval",-19.2
"Farm-level milk",11,"2012","2013","Mid point of prediction interval",20.6
"Farm-level milk",11,"2012","2013","Upper bound of prediction interval",81.8
"Farm-level milk",12,"2012","2013","Lower bound of prediction interval",-22.8
"Farm-level milk",12,"2012","2013","Mid point of prediction interval",10.3
"Farm-level milk",12,"2012","2013","Upper bound of prediction interval",58.8
"Farm-level milk",1,"2013","2013","Lower bound of prediction interval",-21.5
"Farm-level milk",1,"2013","2013","Mid point of prediction interval",7
"Farm-level milk",1,"2013","2013","Upper bound of prediction interval",48.2
"Farm-level milk",2,"2013","2013","Lower bound of prediction interval",-18.8
"Farm-level milk",2,"2013","2013","Mid point of prediction interval",5.8
"Farm-level milk",2,"2013","2013","Upper bound of prediction interval",41.5
"Farm-level milk",3,"2013","2013","Lower bound of prediction interval",-14
"Farm-level milk",3,"2013","2013","Mid point of prediction interval",6.5
"Farm-level milk",3,"2013","2013","Upper bound of prediction interval",35.2
"Farm-level milk",4,"2013","2013","Lower bound of prediction interval",-15.3
"Farm-level milk",4,"2013","2013","Mid point of prediction interval",2.4
"Farm-level milk",4,"2013","2013","Upper bound of prediction interval",26.6
"Farm-level milk",5,"2013","2013","Lower bound of prediction interval",-7.7
"Farm-level milk",5,"2013","2013","Mid point of prediction interval",7.8
"Farm-level milk",5,"2013","2013","Upper bound of prediction interval",28.4
"Farm-level milk",6,"2013","2013","Lower bound of prediction interval",-6.5
"Farm-level milk",6,"2013","2013","Mid point of prediction interval",5.8
"Farm-level milk",6,"2013","2013","Upper bound of prediction interval",21.9
"Farm-level milk",7,"2013","2013","Lower bound of prediction interval",-5.1
"Farm-level milk",7,"2013","2013","Mid point of prediction interval",4.6
"Farm-level milk",7,"2013","2013","Upper bound of prediction interval",16.8
"Farm-level milk",8,"2013","2013","Lower bound of prediction interval",-4.1
"Farm-level milk",8,"2013","2013","Mid point of prediction interval",3.2
"Farm-level milk",8,"2013","2013","Upper bound of prediction interval",12.4
"Farm-level milk",9,"2013","2013","Lower bound of prediction interval",0.8
"Farm-level milk",9,"2013","2013","Mid point of prediction interval",6.6
"Farm-level milk",9,"2013","2013","Upper bound of prediction interval",13.5
"Farm-level milk",10,"2013","2013","Lower bound of prediction interval",3
"Farm-level milk",10,"2013","2013","Mid point of prediction interval",6.7
"Farm-level milk",10,"2013","2013","Upper bound of prediction interval",11
"Farm-level milk",11,"2013","2013","Lower bound of prediction interval",5.4
"Farm-level milk",11,"2013","2013","Mid point of prediction interval",7.3
"Farm-level milk",11,"2013","2013","Upper bound of prediction interval",9.7
"Farm-level milk",12,"2013","2013","Lower bound of prediction interval",7.5
"Farm-level milk",12,"2013","2013","Mid point of prediction interval",8.2
"Farm-level milk",12,"2013","2013","Upper bound of prediction interval",9.1
"Wholesale dairy",7,"2012","2013","Lower bound of prediction interval",-19.2
"Wholesale dairy",7,"2012","2013","Mid point of prediction interval",-1.1
"Wholesale dairy",7,"2012","2013","Upper bound of prediction interval",21.5
"Wholesale dairy",8,"2012","2013","Lower bound of prediction interval",-17.6
"Wholesale dairy",8,"2012","2013","Mid point of prediction interval",-0.4
"Wholesale dairy",8,"2012","2013","Upper bound of prediction interval",20.3
"Wholesale dairy",9,"2012","2013","Lower bound of prediction interval",-13.8
"Wholesale dairy",9,"2012","2013","Mid point of prediction interval",3.1
"Wholesale dairy",9,"2012","2013","Upper bound of prediction interval",23.8
"Wholesale dairy",10,"2012","2013","Lower bound of prediction interval",-11.8
"Wholesale dairy",10,"2012","2013","Mid point of prediction interval",4.5
"Wholesale dairy",10,"2012","2013","Upper bound of prediction interval",23.9
"Wholesale dairy",11,"2012","2013","Lower bound of prediction interval",-7.1
"Wholesale dairy",11,"2012","2013","Mid point of prediction interval",8.9
"Wholesale dairy",11,"2012","2013","Upper bound of prediction interval",27.9
"Wholesale dairy",12,"2012","2013","Lower bound of prediction interval",-8.5
"Wholesale dairy",12,"2012","2013","Mid point of prediction interval",5.7
"Wholesale dairy",12,"2012","2013","Upper bound of prediction interval",22.4
"Wholesale dairy",1,"2013","2013","Lower bound of prediction interval",-9.9
"Wholesale dairy",1,"2013","2013","Mid point of prediction interval",3.3
"Wholesale dairy",1,"2013","2013","Upper bound of prediction interval",19
"Wholesale dairy",2,"2013","2013","Lower bound of prediction interval",-10.1
"Wholesale dairy",2,"2013","2013","Mid point of prediction interval",1.1
"Wholesale dairy",2,"2013","2013","Upper bound of prediction interval",14.5
"Wholesale dairy",3,"2013","2013","Lower bound of prediction interval",-8.2
"Wholesale dairy",3,"2013","2013","Mid point of prediction interval",2
"Wholesale dairy",3,"2013","2013","Upper bound of prediction interval",13.4
"Wholesale dairy",4,"2013","2013","Lower bound of prediction interval",-6.9
"Wholesale dairy",4,"2013","2013","Mid point of prediction interval",1.5
"Wholesale dairy",4,"2013","2013","Upper bound of prediction interval",11.2
"Wholesale dairy",5,"2013","2013","Lower bound of prediction interval",-4.9
"Wholesale dairy",5,"2013","2013","Mid point of prediction interval",2.3
"Wholesale dairy",5,"2013","2013","Upper bound of prediction interval",10.4
"Wholesale dairy",6,"2013","2013","Lower bound of prediction interval",-2.2
"Wholesale dairy",6,"2013","2013","Mid point of prediction interval",3.8
"Wholesale dairy",6,"2013","2013","Upper bound of prediction interval",10.6
"Wholesale dairy",7,"2013","2013","Lower bound of prediction interval",-1.9
"Wholesale dairy",7,"2013","2013","Mid point of prediction interval",2.5
"Wholesale dairy",7,"2013","2013","Upper bound of prediction interval",7.8
"Wholesale dairy",8,"2013","2013","Lower bound of prediction interval",-1.1
"Wholesale dairy",8,"2013","2013","Mid point of prediction interval",2.4
"Wholesale dairy",8,"2013","2013","Upper bound of prediction interval",6.2
"Wholesale dairy",9,"2013","2013","Lower bound of prediction interval",0.7
"Wholesale dairy",9,"2013","2013","Mid point of prediction interval",3.2
"Wholesale dairy",9,"2013","2013","Upper bound of prediction interval",5.9
"Wholesale dairy",10,"2013","2013","Lower bound of prediction interval",1.3
"Wholesale dairy",10,"2013","2013","Mid point of prediction interval",2.9
"Wholesale dairy",10,"2013","2013","Upper bound of prediction interval",4.6
"Wholesale dairy",11,"2013","2013","Lower bound of prediction interval",2.5
"Wholesale dairy",11,"2013","2013","Mid point of prediction interval",3.4
"Wholesale dairy",11,"2013","2013","Upper bound of prediction interval",4.3
"Wholesale dairy",12,"2013","2013","Lower bound of prediction interval",3.2
"Wholesale dairy",12,"2013","2013","Mid point of prediction interval",3.5
"Wholesale dairy",12,"2013","2013","Upper bound of prediction interval",3.9
"Farm-level soybeans",7,"2012","2013","Lower bound of prediction interval",-46.6
"Farm-level soybeans",7,"2012","2013","Mid point of prediction interval",-9.9
"Farm-level soybeans",7,"2012","2013","Upper bound of prediction interval",56.8
"Farm-level soybeans",8,"2012","2013","Lower bound of prediction interval",-31.2
"Farm-level soybeans",8,"2012","2013","Mid point of prediction interval",15.1
"Farm-level soybeans",8,"2012","2013","Upper bound of prediction interval",93
"Farm-level soybeans",9,"2012","2013","Lower bound of prediction interval",-29.6
"Farm-level soybeans",9,"2012","2013","Mid point of prediction interval",13.2
"Farm-level soybeans",9,"2012","2013","Upper bound of prediction interval",84.3
"Farm-level soybeans",10,"2012","2013","Lower bound of prediction interval",-29
"Farm-level soybeans",10,"2012","2013","Mid point of prediction interval",10.9
"Farm-level soybeans",10,"2012","2013","Upper bound of prediction interval",78.4
"Farm-level soybeans",11,"2012","2013","Lower bound of prediction interval",-31.6
"Farm-level soybeans",11,"2012","2013","Mid point of prediction interval",3.3
"Farm-level soybeans",11,"2012","2013","Upper bound of prediction interval",59.5
"Farm-level soybeans",12,"2012","2013","Lower bound of prediction interval",-33.8
"Farm-level soybeans",12,"2012","2013","Mid point of prediction interval",-2
"Farm-level soybeans",12,"2012","2013","Upper bound of prediction interval",45.2
"Farm-level soybeans",1,"2013","2013","Lower bound of prediction interval",-28.6
"Farm-level soybeans",1,"2013","2013","Mid point of prediction interval",1.9
"Farm-level soybeans",1,"2013","2013","Upper bound of prediction interval",47.9
"Farm-level soybeans",2,"2013","2013","Lower bound of prediction interval",-26.2
"Farm-level soybeans",2,"2013","2013","Mid point of prediction interval",-0.5
"Farm-level soybeans",2,"2013","2013","Upper bound of prediction interval",39.5
"Farm-level soybeans",3,"2013","2013","Lower bound of prediction interval",-23.8
"Farm-level soybeans",3,"2013","2013","Mid point of prediction interval",-1.2
"Farm-level soybeans",3,"2013","2013","Upper bound of prediction interval",32.5
"Farm-level soybeans",4,"2013","2013","Lower bound of prediction interval",-18.2
"Farm-level soybeans",4,"2013","2013","Mid point of prediction interval",1.8
"Farm-level soybeans",4,"2013","2013","Upper bound of prediction interval",31.5
"Farm-level soybeans",5,"2013","2013","Lower bound of prediction interval",-18.1
"Farm-level soybeans",5,"2013","2013","Mid point of prediction interval",-1.7
"Farm-level soybeans",5,"2013","2013","Upper bound of prediction interval",21.8
"Farm-level soybeans",6,"2013","2013","Lower bound of prediction interval",-13
"Farm-level soybeans",6,"2013","2013","Mid point of prediction interval",1.5
"Farm-level soybeans",6,"2013","2013","Upper bound of prediction interval",21.9
"Farm-level soybeans",7,"2013","2013","Lower bound of prediction interval",-8.5
"Farm-level soybeans",7,"2013","2013","Mid point of prediction interval",4.1
"Farm-level soybeans",7,"2013","2013","Upper bound of prediction interval",20.7
"Farm-level soybeans",8,"2013","2013","Lower bound of prediction interval",-4.1
"Farm-level soybeans",8,"2013","2013","Mid point of prediction interval",5.9
"Farm-level soybeans",8,"2013","2013","Upper bound of prediction interval",19.1
"Farm-level soybeans",9,"2013","2013","Lower bound of prediction interval",-8.7
"Farm-level soybeans",9,"2013","2013","Mid point of prediction interval",-2.3
"Farm-level soybeans",9,"2013","2013","Upper bound of prediction interval",5.8
"Farm-level soybeans",10,"2013","2013","Lower bound of prediction interval",-5
"Farm-level soybeans",10,"2013","2013","Mid point of prediction interval",-0.3
"Farm-level soybeans",10,"2013","2013","Upper bound of prediction interval",5.7
"Farm-level soybeans",11,"2013","2013","Lower bound of prediction interval",-4.8
"Farm-level soybeans",11,"2013","2013","Mid point of prediction interval",-2.2
"Farm-level soybeans",11,"2013","2013","Upper bound of prediction interval",0.9
"Farm-level soybeans",12,"2013","2013","Lower bound of prediction interval",-3.2
"Farm-level soybeans",12,"2013","2013","Mid point of prediction interval",-1.9
"Farm-level soybeans",12,"2013","2013","Upper bound of prediction interval",-0.5
"Wholesale fats and oils",7,"2012","2013","Lower bound of prediction interval",-26.8
"Wholesale fats and oils",7,"2012","2013","Mid point of prediction interval",-0.1
"Wholesale fats and oils",7,"2012","2013","Upper bound of prediction interval",37
"Wholesale fats and oils",8,"2012","2013","Lower bound of prediction interval",-24.7
"Wholesale fats and oils",8,"2012","2013","Mid point of prediction interval",1.2
"Wholesale fats and oils",8,"2012","2013","Upper bound of prediction interval",37.1
"Wholesale fats and oils",9,"2012","2013","Lower bound of prediction interval",-25.1
"Wholesale fats and oils",9,"2012","2013","Mid point of prediction interval",-0.6
"Wholesale fats and oils",9,"2012","2013","Upper bound of prediction interval",31.7
"Wholesale fats and oils",10,"2012","2013","Lower bound of prediction interval",-25.4
"Wholesale fats and oils",10,"2012","2013","Mid point of prediction interval",-3.2
"Wholesale fats and oils",10,"2012","2013","Upper bound of prediction interval",26.4
"Wholesale fats and oils",11,"2012","2013","Lower bound of prediction interval",-23.6
"Wholesale fats and oils",11,"2012","2013","Mid point of prediction interval",-3.5
"Wholesale fats and oils",11,"2012","2013","Upper bound of prediction interval",22.7
"Wholesale fats and oils",12,"2012","2013","Lower bound of prediction interval",-20.8
"Wholesale fats and oils",12,"2012","2013","Mid point of prediction interval",-2.7
"Wholesale fats and oils",12,"2012","2013","Upper bound of prediction interval",20.6
"Wholesale fats and oils",1,"2013","2013","Lower bound of prediction interval",-20.9
"Wholesale fats and oils",1,"2013","2013","Mid point of prediction interval",-4.5
"Wholesale fats and oils",1,"2013","2013","Upper bound of prediction interval",16.3
"Wholesale fats and oils",2,"2013","2013","Lower bound of prediction interval",-18.5
"Wholesale fats and oils",2,"2013","2013","Mid point of prediction interval",-4.4
"Wholesale fats and oils",2,"2013","2013","Upper bound of prediction interval",13.5
"Wholesale fats and oils",3,"2013","2013","Lower bound of prediction interval",-17
"Wholesale fats and oils",3,"2013","2013","Mid point of prediction interval",-4.7
"Wholesale fats and oils",3,"2013","2013","Upper bound of prediction interval",9.9
"Wholesale fats and oils",4,"2013","2013","Lower bound of prediction interval",-15.4
"Wholesale fats and oils",4,"2013","2013","Mid point of prediction interval",-5.2
"Wholesale fats and oils",4,"2013","2013","Upper bound of prediction interval",7.3
"Wholesale fats and oils",5,"2013","2013","Lower bound of prediction interval",-14.2
"Wholesale fats and oils",5,"2013","2013","Mid point of prediction interval",-5.7
"Wholesale fats and oils",5,"2013","2013","Upper bound of prediction interval",4.5
"Wholesale fats and oils",6,"2013","2013","Lower bound of prediction interval",-13.2
"Wholesale fats and oils",6,"2013","2013","Mid point of prediction interval",-6.2
"Wholesale fats and oils",6,"2013","2013","Upper bound of prediction interval",1.9
"Wholesale fats and oils",7,"2013","2013","Lower bound of prediction interval",-11.2
"Wholesale fats and oils",7,"2013","2013","Mid point of prediction interval",-5.7
"Wholesale fats and oils",7,"2013","2013","Upper bound of prediction interval",0.5
"Wholesale fats and oils",8,"2013","2013","Lower bound of prediction interval",-9
"Wholesale fats and oils",8,"2013","2013","Mid point of prediction interval",-4.7
"Wholesale fats and oils",8,"2013","2013","Upper bound of prediction interval",-0.1
"Wholesale fats and oils",9,"2013","2013","Lower bound of prediction interval",-9.4
"Wholesale fats and oils",9,"2013","2013","Mid point of prediction interval",-6.6
"Wholesale fats and oils",9,"2013","2013","Upper bound of prediction interval",-3.6
"Wholesale fats and oils",10,"2013","2013","Lower bound of prediction interval",-7.9
"Wholesale fats and oils",10,"2013","2013","Mid point of prediction interval",-6.1
"Wholesale fats and oils",10,"2013","2013","Upper bound of prediction interval",-4.1
"Wholesale fats and oils",11,"2013","2013","Lower bound of prediction interval",-7.5
"Wholesale fats and oils",11,"2013","2013","Mid point of prediction interval",-6.5
"Wholesale fats and oils",11,"2013","2013","Upper bound of prediction interval",-5.5
"Wholesale fats and oils",12,"2013","2013","Lower bound of prediction interval",-7.1
"Wholesale fats and oils",12,"2013","2013","Mid point of prediction interval",-6.7
"Wholesale fats and oils",12,"2013","2013","Upper bound of prediction interval",-6.3
"Farm-level fruits",7,"2012","2013","Lower bound of prediction interval",-34.2
"Farm-level fruits",7,"2012","2013","Mid point of prediction interval",-3.5
"Farm-level fruits",7,"2012","2013","Upper bound of prediction interval",42.7
"Farm-level fruits",8,"2012","2013","Lower bound of prediction interval",-29.7
"Farm-level fruits",8,"2012","2013","Mid point of prediction interval",0.9
"Farm-level fruits",8,"2012","2013","Upper bound of prediction interval",46.1
"Farm-level fruits",9,"2012","2013","Lower bound of prediction interval",-29.7
"Farm-level fruits",9,"2012","2013","Mid point of prediction interval",-0.6
"Farm-level fruits",9,"2012","2013","Upper bound of prediction interval",40.9
"Farm-level fruits",10,"2012","2013","Lower bound of prediction interval",-23.5
"Farm-level fruits",10,"2012","2013","Mid point of prediction interval",5.6
"Farm-level fruits",10,"2012","2013","Upper bound of prediction interval",46.4
"Farm-level fruits",11,"2012","2013","Lower bound of prediction interval",-21.2
"Farm-level fruits",11,"2012","2013","Mid point of prediction interval",6.9
"Farm-level fruits",11,"2012","2013","Upper bound of prediction interval",45.7
"Farm-level fruits",12,"2012","2013","Lower bound of prediction interval",-18.2
"Farm-level fruits",12,"2012","2013","Mid point of prediction interval",8.1
"Farm-level fruits",12,"2012","2013","Upper bound of prediction interval",42.6
"Farm-level fruits",1,"2013","2013","Lower bound of prediction interval",-15.4
"Farm-level fruits",1,"2013","2013","Mid point of prediction interval",9.4
"Farm-level fruits",1,"2013","2013","Upper bound of prediction interval",43.6
"Farm-level fruits",2,"2013","2013","Lower bound of prediction interval",-15.4
"Farm-level fruits",2,"2013","2013","Mid point of prediction interval",6
"Farm-level fruits",2,"2013","2013","Upper bound of prediction interval",34.7
"Farm-level fruits",3,"2013","2013","Lower bound of prediction interval",-15.5
"Farm-level fruits",3,"2013","2013","Mid point of prediction interval",2.8
"Farm-level fruits",3,"2013","2013","Upper bound of prediction interval",27
"Farm-level fruits",4,"2013","2013","Lower bound of prediction interval",-11
"Farm-level fruits",4,"2013","2013","Mid point of prediction interval",5.5
"Farm-level fruits",4,"2013","2013","Upper bound of prediction interval",26.7
"Farm-level fruits",5,"2013","2013","Lower bound of prediction interval",-12.9
"Farm-level fruits",5,"2013","2013","Mid point of prediction interval",0.4
"Farm-level fruits",5,"2013","2013","Upper bound of prediction interval",17.5
"Farm-level fruits",6,"2013","2013","Lower bound of prediction interval",-9.8
"Farm-level fruits",6,"2013","2013","Mid point of prediction interval",1.5
"Farm-level fruits",6,"2013","2013","Upper bound of prediction interval",15.4
"Farm-level fruits",7,"2013","2013","Lower bound of prediction interval",-9.2
"Farm-level fruits",7,"2013","2013","Mid point of prediction interval",-0.2
"Farm-level fruits",7,"2013","2013","Upper bound of prediction interval",10.8
"Farm-level fruits",8,"2013","2013","Lower bound of prediction interval",-8
"Farm-level fruits",8,"2013","2013","Mid point of prediction interval",-1
"Farm-level fruits",8,"2013","2013","Upper bound of prediction interval",7.4
"Farm-level fruits",9,"2013","2013","Lower bound of prediction interval",-6.5
"Farm-level fruits",9,"2013","2013","Mid point of prediction interval",-1.3
"Farm-level fruits",9,"2013","2013","Upper bound of prediction interval",4.9
"Farm-level fruits",10,"2013","2013","Lower bound of prediction interval",-2.2
"Farm-level fruits",10,"2013","2013","Mid point of prediction interval",2
"Farm-level fruits",10,"2013","2013","Upper bound of prediction interval",6.9
"Farm-level fruits",11,"2013","2013","Lower bound of prediction interval",-0.7
"Farm-level fruits",11,"2013","2013","Mid point of prediction interval",1.9
"Farm-level fruits",11,"2013","2013","Upper bound of prediction interval",5
"Farm-level fruits",12,"2013","2013","Lower bound of prediction interval",0.5
"Farm-level fruits",12,"2013","2013","Mid point of prediction interval",1.8
"Farm-level fruits",12,"2013","2013","Upper bound of prediction interval",3.3
"Farm-level vegetables",7,"2012","2013","Lower bound of prediction interval",-13.8
"Farm-level vegetables",7,"2012","2013","Mid point of prediction interval",3.9
"Farm-level vegetables",7,"2012","2013","Upper bound of prediction interval",25.1
"Farm-level vegetables",8,"2012","2013","Lower bound of prediction interval",-12.9
"Farm-level vegetables",8,"2012","2013","Mid point of prediction interval",4.9
"Farm-level vegetables",8,"2012","2013","Upper bound of prediction interval",26
"Farm-level vegetables",9,"2012","2013","Lower bound of prediction interval",-12.5
"Farm-level vegetables",9,"2012","2013","Mid point of prediction interval",4.5
"Farm-level vegetables",9,"2012","2013","Upper bound of prediction interval",25.3
"Farm-level vegetables",10,"2012","2013","Lower bound of prediction interval",-13.7
"Farm-level vegetables",10,"2012","2013","Mid point of prediction interval",2.6
"Farm-level vegetables",10,"2012","2013","Upper bound of prediction interval",22.9
"Farm-level vegetables",11,"2012","2013","Lower bound of prediction interval",-13.7
"Farm-level vegetables",11,"2012","2013","Mid point of prediction interval",2.9
"Farm-level vegetables",11,"2012","2013","Upper bound of prediction interval",22.7
"Farm-level vegetables",12,"2012","2013","Lower bound of prediction interval",-11.6
"Farm-level vegetables",12,"2012","2013","Mid point of prediction interval",4.7
"Farm-level vegetables",12,"2012","2013","Upper bound of prediction interval",24.3
"Farm-level vegetables",1,"2013","2013","Lower bound of prediction interval",-12.2
"Farm-level vegetables",1,"2013","2013","Mid point of prediction interval",3.7
"Farm-level vegetables",1,"2013","2013","Upper bound of prediction interval",23.2
"Farm-level vegetables",2,"2013","2013","Lower bound of prediction interval",-3.7
"Farm-level vegetables",2,"2013","2013","Mid point of prediction interval",12.1
"Farm-level vegetables",2,"2013","2013","Upper bound of prediction interval",31.2
"Farm-level vegetables",3,"2013","2013","Lower bound of prediction interval",-5.5
"Farm-level vegetables",3,"2013","2013","Mid point of prediction interval",8.1
"Farm-level vegetables",3,"2013","2013","Upper bound of prediction interval",24.6
"Farm-level vegetables",4,"2013","2013","Lower bound of prediction interval",0.6
"Farm-level vegetables",4,"2013","2013","Mid point of prediction interval",14.2
"Farm-level vegetables",4,"2013","2013","Upper bound of prediction interval",30.6
"Farm-level vegetables",5,"2013","2013","Lower bound of prediction interval",1.2
"Farm-level vegetables",5,"2013","2013","Mid point of prediction interval",13
"Farm-level vegetables",5,"2013","2013","Upper bound of prediction interval",27.6
"Farm-level vegetables",6,"2013","2013","Lower bound of prediction interval",4.6
"Farm-level vegetables",6,"2013","2013","Mid point of prediction interval",15.8
"Farm-level vegetables",6,"2013","2013","Upper bound of prediction interval",29.2
"Farm-level vegetables",7,"2013","2013","Lower bound of prediction interval",6.8
"Farm-level vegetables",7,"2013","2013","Mid point of prediction interval",16.7
"Farm-level vegetables",7,"2013","2013","Upper bound of prediction interval",28.9
"Farm-level vegetables",8,"2013","2013","Lower bound of prediction interval",9.4
"Farm-level vegetables",8,"2013","2013","Mid point of prediction interval",18.2
"Farm-level vegetables",8,"2013","2013","Upper bound of prediction interval",28.7
"Farm-level vegetables",9,"2013","2013","Lower bound of prediction interval",16.6
"Farm-level vegetables",9,"2013","2013","Mid point of prediction interval",24.8
"Farm-level vegetables",9,"2013","2013","Upper bound of prediction interval",34.9
"Farm-level vegetables",10,"2013","2013","Lower bound of prediction interval",17.3
"Farm-level vegetables",10,"2013","2013","Mid point of prediction interval",23.4
"Farm-level vegetables",10,"2013","2013","Upper bound of prediction interval",31
"Farm-level vegetables",11,"2013","2013","Lower bound of prediction interval",21.5
"Farm-level vegetables",11,"2013","2013","Mid point of prediction interval",26.2
"Farm-level vegetables",11,"2013","2013","Upper bound of prediction interval",32
"Farm-level vegetables",12,"2013","2013","Lower bound of prediction interval",24.7
"Farm-level vegetables",12,"2013","2013","Mid point of prediction interval",27.1
"Farm-level vegetables",12,"2013","2013","Upper bound of prediction interval",30.2
"Farm-level wheat",7,"2012","2013","Lower bound of prediction interval",-38.4
"Farm-level wheat",7,"2012","2013","Mid point of prediction interval",-3.3
"Farm-level wheat",7,"2012","2013","Upper bound of prediction interval",50.9
"Farm-level wheat",8,"2012","2013","Lower bound of prediction interval",-28.3
"Farm-level wheat",8,"2012","2013","Mid point of prediction interval",10.5
"Farm-level wheat",8,"2012","2013","Upper bound of prediction interval",71.1
"Farm-level wheat",9,"2012","2013","Lower bound of prediction interval",-27.8
"Farm-level wheat",9,"2012","2013","Mid point of prediction interval",8
"Farm-level wheat",9,"2012","2013","Upper bound of prediction interval",64.6
"Farm-level wheat",10,"2012","2013","Lower bound of prediction interval",-26
"Farm-level wheat",10,"2012","2013","Mid point of prediction interval",8.4
"Farm-level wheat",10,"2012","2013","Upper bound of prediction interval",61.3
"Farm-level wheat",11,"2012","2013","Lower bound of prediction interval",-21.4
"Farm-level wheat",11,"2012","2013","Mid point of prediction interval",12.4
"Farm-level wheat",11,"2012","2013","Upper bound of prediction interval",61.5
"Farm-level wheat",12,"2012","2013","Lower bound of prediction interval",-21.2
"Farm-level wheat",12,"2012","2013","Mid point of prediction interval",9.5
"Farm-level wheat",12,"2012","2013","Upper bound of prediction interval",53
"Farm-level wheat",1,"2013","2013","Lower bound of prediction interval",-18.2
"Farm-level wheat",1,"2013","2013","Mid point of prediction interval",10.4
"Farm-level wheat",1,"2013","2013","Upper bound of prediction interval",49.8
"Farm-level wheat",2,"2013","2013","Lower bound of prediction interval",-17.8
"Farm-level wheat",2,"2013","2013","Mid point of prediction interval",7.1
"Farm-level wheat",2,"2013","2013","Upper bound of prediction interval",40.4
"Farm-level wheat",3,"2013","2013","Lower bound of prediction interval",-17.8
"Farm-level wheat",3,"2013","2013","Mid point of prediction interval",2.4
"Farm-level wheat",3,"2013","2013","Upper bound of prediction interval",30.2
"Farm-level wheat",4,"2013","2013","Lower bound of prediction interval",-17.3
"Farm-level wheat",4,"2013","2013","Mid point of prediction interval",-0.2
"Farm-level wheat",4,"2013","2013","Upper bound of prediction interval",23
"Farm-level wheat",5,"2013","2013","Lower bound of prediction interval",-14.6
"Farm-level wheat",5,"2013","2013","Mid point of prediction interval",0.1
"Farm-level wheat",5,"2013","2013","Upper bound of prediction interval",19.4
"Farm-level wheat",6,"2013","2013","Lower bound of prediction interval",-11.6
"Farm-level wheat",6,"2013","2013","Mid point of prediction interval",0.8
"Farm-level wheat",6,"2013","2013","Upper bound of prediction interval",16.7
"Farm-level wheat",7,"2013","2013","Lower bound of prediction interval",-9.9
"Farm-level wheat",7,"2013","2013","Mid point of prediction interval",-0.2
"Farm-level wheat",7,"2013","2013","Upper bound of prediction interval",12.2
"Farm-level wheat",8,"2013","2013","Lower bound of prediction interval",-9.2
"Farm-level wheat",8,"2013","2013","Mid point of prediction interval",-1.8
"Farm-level wheat",8,"2013","2013","Upper bound of prediction interval",7.5
"Farm-level wheat",9,"2013","2013","Lower bound of prediction interval",-8.9
"Farm-level wheat",9,"2013","2013","Mid point of prediction interval",-3.7
"Farm-level wheat",9,"2013","2013","Upper bound of prediction interval",2.9
"Farm-level wheat",10,"2013","2013","Lower bound of prediction interval",-7.2
"Farm-level wheat",10,"2013","2013","Mid point of prediction interval",-3.5
"Farm-level wheat",10,"2013","2013","Upper bound of prediction interval",0.9
"Farm-level wheat",11,"2013","2013","Lower bound of prediction interval",-4.8
"Farm-level wheat",11,"2013","2013","Mid point of prediction interval",-2.4
"Farm-level wheat",11,"2013","2013","Upper bound of prediction interval",0.4
"Farm-level wheat",12,"2013","2013","Lower bound of prediction interval",-4
"Farm-level wheat",12,"2013","2013","Mid point of prediction interval",-3
"Farm-level wheat",12,"2013","2013","Upper bound of prediction interval",-1.8
"Wholesale wheat flour",7,"2012","2013","Lower bound of prediction interval",-19.3
"Wholesale wheat flour",7,"2012","2013","Mid point of prediction interval",1.7
"Wholesale wheat flour",7,"2012","2013","Upper bound of prediction interval",28.6
"Wholesale wheat flour",8,"2012","2013","Lower bound of prediction interval",-16.4
"Wholesale wheat flour",8,"2012","2013","Mid point of prediction interval",4
"Wholesale wheat flour",8,"2012","2013","Upper bound of prediction interval",29.6
"Wholesale wheat flour",9,"2012","2013","Lower bound of prediction interval",-19.7
"Wholesale wheat flour",9,"2012","2013","Mid point of prediction interval",-1.2
"Wholesale wheat flour",9,"2012","2013","Upper bound of prediction interval",22.5
"Wholesale wheat flour",10,"2012","2013","Lower bound of prediction interval",-13.9
"Wholesale wheat flour",10,"2012","2013","Mid point of prediction interval",5.3
"Wholesale wheat flour",10,"2012","2013","Upper bound of prediction interval",28.2
"Wholesale wheat flour",11,"2012","2013","Lower bound of prediction interval",-14
"Wholesale wheat flour",11,"2012","2013","Mid point of prediction interval",3.3
"Wholesale wheat flour",11,"2012","2013","Upper bound of prediction interval",24.2
"Wholesale wheat flour",12,"2012","2013","Lower bound of prediction interval",-10.5
"Wholesale wheat flour",12,"2012","2013","Mid point of prediction interval",5.9
"Wholesale wheat flour",12,"2012","2013","Upper bound of prediction interval",24.9
"Wholesale wheat flour",1,"2013","2013","Lower bound of prediction interval",-10.5
"Wholesale wheat flour",1,"2013","2013","Mid point of prediction interval",4.7
"Wholesale wheat flour",1,"2013","2013","Upper bound of prediction interval",22.4
"Wholesale wheat flour",2,"2013","2013","Lower bound of prediction interval",-9.5
"Wholesale wheat flour",2,"2013","2013","Mid point of prediction interval",3.4
"Wholesale wheat flour",2,"2013","2013","Upper bound of prediction interval",18.7
"Wholesale wheat flour",3,"2013","2013","Lower bound of prediction interval",-10.4
"Wholesale wheat flour",3,"2013","2013","Mid point of prediction interval",0.3
