"table_name","year_value","year_unit","year_start_month","month","variable","commodity_element","market_segment","geographic_extent","value","unit"
"Table E-5--Melons: Production, selected States, 1990 to date","2005","Calendar year","January",NA,"Production","Watermelon","All","Florida","    8190.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2005","Calendar year","January",NA,"Production","Watermelon","All","Georgia","    4830.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2005","Calendar year","January",NA,"Production","Watermelon","All","Indiana","    2774.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2005","Calendar year","January",NA,"Production","Watermelon","All","South Carolina","     770.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2005","Calendar year","January",NA,"Production","Watermelon","All","Texas","    5798.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2006","Calendar year","January",NA,"Production","Cantaloupe","All","Arizona","    5940.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2006","Calendar year","January",NA,"Production","Cantaloupe","All","California","   11180.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2006","Calendar year","January",NA,"Production","Cantaloupe","All","Florida","                               NA","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2006","Calendar year","January",NA,"Production","Cantaloupe","All","Georgia","     870.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2006","Calendar year","January",NA,"Production","Cantaloupe","All","Indiana","     385.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2006","Calendar year","January",NA,"Production","Cantaloupe","All","South Carolina","     110.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2006","Calendar year","January",NA,"Production","Cantaloupe","All","Texas","     559.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2006","Calendar year","January",NA,"Production","Watermelon","All","Arizona","    3317.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2006","Calendar year","January",NA,"Production","Watermelon","All","California","    5723.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2006","Calendar year","January",NA,"Production","Watermelon","All","Florida","    8349.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2006","Calendar year","January",NA,"Production","Watermelon","All","Georgia","    5640.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2006","Calendar year","January",NA,"Production","Watermelon","All","Indiana","    2738.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2006","Calendar year","January",NA,"Production","Watermelon","All","South Carolina","    1575.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2006","Calendar year","January",NA,"Production","Watermelon","All","Texas","    7232.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2007","Calendar year","January",NA,"Production","Cantaloupe","All","Arizona","    5856.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2007","Calendar year","January",NA,"Production","Cantaloupe","All","California","   11700.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2007","Calendar year","January",NA,"Production","Cantaloupe","All","Florida","                               NA","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2007","Calendar year","January",NA,"Production","Cantaloupe","All","Georgia","    1392.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2007","Calendar year","January",NA,"Production","Cantaloupe","All","Indiana","     414.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2007","Calendar year","January",NA,"Production","Cantaloupe","All","South Carolina","      96.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2007","Calendar year","January",NA,"Production","Cantaloupe","All","Texas","     432.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2007","Calendar year","January",NA,"Production","Watermelon","All","Arizona","    3348.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2007","Calendar year","January",NA,"Production","Watermelon","All","California","    6498.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2007","Calendar year","January",NA,"Production","Watermelon","All","Florida","    7456.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2007","Calendar year","January",NA,"Production","Watermelon","All","Georgia","    6440.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2007","Calendar year","January",NA,"Production","Watermelon","All","Indiana","    2664.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2007","Calendar year","January",NA,"Production","Watermelon","All","South Carolina","     943.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2007","Calendar year","January",NA,"Production","Watermelon","All","Texas","    4370.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2008","Calendar year","January",NA,"Production","Cantaloupe","All","Arizona","    4850.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2008","Calendar year","January",NA,"Production","Cantaloupe","All","California","   11700.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2008","Calendar year","January",NA,"Production","Cantaloupe","All","Florida","                               NA","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2008","Calendar year","January",NA,"Production","Cantaloupe","All","Georgia","    1238.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2008","Calendar year","January",NA,"Production","Cantaloupe","All","Indiana","     460.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2008","Calendar year","January",NA,"Production","Cantaloupe","All","South Carolina","     237.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2008","Calendar year","January",NA,"Production","Cantaloupe","All","Texas","     198.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2008","Calendar year","January",NA,"Production","Watermelon","All","Arizona","    2880.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2008","Calendar year","January",NA,"Production","Watermelon","All","California","    6554.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2008","Calendar year","January",NA,"Production","Watermelon","All","Florida","    8613.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2008","Calendar year","January",NA,"Production","Watermelon","All","Georgia","    5880.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2008","Calendar year","January",NA,"Production","Watermelon","All","Indiana","    2736.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2008","Calendar year","January",NA,"Production","Watermelon","All","South Carolina","    1398.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2008","Calendar year","January",NA,"Production","Watermelon","All","Texas","    6045.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2009","Calendar year","January",NA,"Production","Cantaloupe","All","Arizona","    5010.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2009","Calendar year","January",NA,"Production","Cantaloupe","All","California","   11100.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2009","Calendar year","January",NA,"Production","Cantaloupe","All","Florida","                               NA","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2009","Calendar year","January",NA,"Production","Cantaloupe","All","Georgia","    1155.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2009","Calendar year","January",NA,"Production","Cantaloupe","All","Indiana","     462.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2009","Calendar year","January",NA,"Production","Cantaloupe","All","South Carolina","     300.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2009","Calendar year","January",NA,"Production","Cantaloupe","All","Texas","     240.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2009","Calendar year","January",NA,"Production","Watermelon","All","Arizona","    2695.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2009","Calendar year","January",NA,"Production","Watermelon","All","California","    5400.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2009","Calendar year","January",NA,"Production","Watermelon","All","Florida","    8179.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2009","Calendar year","January",NA,"Production","Watermelon","All","Georgia","    6900.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2009","Calendar year","January",NA,"Production","Watermelon","All","Indiana","    2627.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2009","Calendar year","January",NA,"Production","Watermelon","All","South Carolina","    1495.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2009","Calendar year","January",NA,"Production","Watermelon","All","Texas","    5852.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2010","Calendar year","January",NA,"Production","Cantaloupe","All","Arizona","    4888.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2010","Calendar year","January",NA,"Production","Cantaloupe","All","California","   11310.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2010","Calendar year","January",NA,"Production","Cantaloupe","All","Florida","                               NA","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2010","Calendar year","January",NA,"Production","Cantaloupe","All","Georgia","    1080.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2010","Calendar year","January",NA,"Production","Cantaloupe","All","Indiana","     391.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2010","Calendar year","January",NA,"Production","Cantaloupe","All","South Carolina","     234.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2010","Calendar year","January",NA,"Production","Cantaloupe","All","Texas","     297.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2010","Calendar year","January",NA,"Production","Watermelon","All","Arizona","    2279.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2010","Calendar year","January",NA,"Production","Watermelon","All","California","    6858.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2010","Calendar year","January",NA,"Production","Watermelon","All","Florida","    7503.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2010","Calendar year","January",NA,"Production","Watermelon","All","Georgia","    6720.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2010","Calendar year","January",NA,"Production","Watermelon","All","Indiana","    2840.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2010","Calendar year","January",NA,"Production","Watermelon","All","South Carolina","    2640.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2010","Calendar year","January",NA,"Production","Watermelon","All","Texas","    6225.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2011","Calendar year","January",NA,"Production","Cantaloupe","All","Arizona","    4800.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2011","Calendar year","January",NA,"Production","Cantaloupe","All","California","   11100.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2011","Calendar year","January",NA,"Production","Cantaloupe","All","Florida","                               NA","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2011","Calendar year","January",NA,"Production","Cantaloupe","All","Georgia","     832.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2011","Calendar year","January",NA,"Production","Cantaloupe","All","Indiana","     572.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2011","Calendar year","January",NA,"Production","Cantaloupe","All","South Carolina","     455.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2011","Calendar year","January",NA,"Production","Cantaloupe","All","Texas","     275.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2011","Calendar year","January",NA,"Production","Watermelon","All","Arizona","    2350.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2011","Calendar year","January",NA,"Production","Watermelon","All","California","    6000.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2011","Calendar year","January",NA,"Production","Watermelon","All","Florida","    6820.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2011","Calendar year","January",NA,"Production","Watermelon","All","Georgia","    4290.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2011","Calendar year","January",NA,"Production","Watermelon","All","Indiana","    2856.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2011","Calendar year","January",NA,"Production","Watermelon","All","South Carolina","    2660.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2011","Calendar year","January",NA,"Production","Watermelon","All","Texas","    5250.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2012","Calendar year","January",NA,"Production","Cantaloupe","All","Arizona","    3555.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2012","Calendar year","January",NA,"Production","Cantaloupe","All","California","   10800.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2012","Calendar year","January",NA,"Production","Cantaloupe","All","Florida","                               NA","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2012","Calendar year","January",NA,"Production","Cantaloupe","All","Georgia","     728.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2012","Calendar year","January",NA,"Production","Cantaloupe","All","Indiana","     462.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2012","Calendar year","January",NA,"Production","Cantaloupe","All","South Carolina","     476.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2012","Calendar year","January",NA,"Production","Cantaloupe","All","Texas","     351.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2012","Calendar year","January",NA,"Production","Watermelon","All","Arizona","    1202.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2012","Calendar year","January",NA,"Production","Watermelon","All","California","    6771.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2012","Calendar year","January",NA,"Production","Watermelon","All","Florida","    6195.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2012","Calendar year","January",NA,"Production","Watermelon","All","Georgia","    4940.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2012","Calendar year","January",NA,"Production","Watermelon","All","Indiana","    2340.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2012","Calendar year","January",NA,"Production","Watermelon","All","South Carolina","    2850.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2012","Calendar year","January",NA,"Production","Watermelon","All","Texas","    5405.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2013","Calendar year","January",NA,"Production","Cantaloupe","All","Arizona","    3634.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2013","Calendar year","January",NA,"Production","Cantaloupe","All","California","   12750.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2013","Calendar year","January",NA,"Production","Cantaloupe","All","Florida","                               NA","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2013","Calendar year","January",NA,"Production","Cantaloupe","All","Georgia","     390.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2013","Calendar year","January",NA,"Production","Cantaloupe","All","Indiana","     460.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2013","Calendar year","January",NA,"Production","Cantaloupe","All","South Carolina","     364.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2013","Calendar year","January",NA,"Production","Cantaloupe","All","Texas","     228.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2013","Calendar year","January",NA,"Production","Watermelon","All","Arizona","    1800.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2013","Calendar year","January",NA,"Production","Watermelon","All","California","    5800.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2013","Calendar year","January",NA,"Production","Watermelon","All","Florida","    6262.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2013","Calendar year","January",NA,"Production","Watermelon","All","Georgia","    5580.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2013","Calendar year","January",NA,"Production","Watermelon","All","Indiana","    2414.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2013","Calendar year","January",NA,"Production","Watermelon","All","South Carolina","    2734.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2013","Calendar year","January",NA,"Production","Watermelon","All","Texas","    5520.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2014","Calendar year","January",NA,"Production","Cantaloupe","All","Arizona","    3840.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2014","Calendar year","January",NA,"Production","Cantaloupe","All","California","    8060.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2014","Calendar year","January",NA,"Production","Cantaloupe","All","Florida","                               NA","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2014","Calendar year","January",NA,"Production","Cantaloupe","All","Georgia","     396.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2014","Calendar year","January",NA,"Production","Cantaloupe","All","Indiana","     396.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2014","Calendar year","January",NA,"Production","Cantaloupe","All","South Carolina","     352.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2014","Calendar year","January",NA,"Production","Cantaloupe","All","Texas","     265.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2014","Calendar year","January",NA,"Production","Watermelon","All","Arizona","    1334.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2014","Calendar year","January",NA,"Production","Watermelon","All","California","    6384.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2014","Calendar year","January",NA,"Production","Watermelon","All","Florida","    4827.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2014","Calendar year","January",NA,"Production","Watermelon","All","Georgia","    5130.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2014","Calendar year","January",NA,"Production","Watermelon","All","Indiana","    2964.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2014","Calendar year","January",NA,"Production","Watermelon","All","South Carolina","    1862.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2014","Calendar year","January",NA,"Production","Watermelon","All","Texas","    5200.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2015","Calendar year","January",NA,"Production","Cantaloupe","All","Arizona","    3553.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2015","Calendar year","January",NA,"Production","Cantaloupe","All","California","    8400.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2015","Calendar year","January",NA,"Production","Cantaloupe","All","Florida","                               NA","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2015","Calendar year","January",NA,"Production","Cantaloupe","All","Georgia","     504.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2015","Calendar year","January",NA,"Production","Cantaloupe","All","Indiana","     272.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2015","Calendar year","January",NA,"Production","Cantaloupe","All","South Carolina","     270.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2015","Calendar year","January",NA,"Production","Cantaloupe","All","Texas","     216.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2015","Calendar year","January",NA,"Production","Watermelon","All","Arizona","    1584.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2015","Calendar year","January",NA,"Production","Watermelon","All","California","    5512.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2015","Calendar year","January",NA,"Production","Watermelon","All","Florida","    5880.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2015","Calendar year","January",NA,"Production","Watermelon","All","Georgia","    5510.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2015","Calendar year","January",NA,"Production","Watermelon","All","Indiana","    2415.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2015","Calendar year","January",NA,"Production","Watermelon","All","South Carolina","    2736.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2015","Calendar year","January",NA,"Production","Watermelon","All","Texas","    5520.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2016","Calendar year","January",NA,"Production","Cantaloupe","All","Arizona","    3736.500000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2016","Calendar year","January",NA,"Production","Cantaloupe","All","California","    8850.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2016","Calendar year","January",NA,"Production","Cantaloupe","All","Florida","     621.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2016","Calendar year","January",NA,"Production","Cantaloupe","All","Georgia","     680.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2016","Calendar year","January",NA,"Production","Cantaloupe","All","Indiana","     314.500000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2016","Calendar year","January",NA,"Production","Cantaloupe","All","South Carolina","     344.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2016","Calendar year","January",NA,"Production","Cantaloupe","All","Texas","     237.500000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2016","Calendar year","January",NA,"Production","Watermelon","All","Arizona","    2447.500000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2016","Calendar year","January",NA,"Production","Watermelon","All","California","    5616.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2016","Calendar year","January",NA,"Production","Watermelon","All","Florida","    7770.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2016","Calendar year","January",NA,"Production","Watermelon","All","Georgia","    7106.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2016","Calendar year","January",NA,"Production","Watermelon","All","Indiana","    2838.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2016","Calendar year","January",NA,"Production","Watermelon","All","South Carolina","    1584.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2016","Calendar year","January",NA,"Production","Watermelon","All","Texas","    7250.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2017","Calendar year","January",NA,"Production","Cantaloupe","All","Arizona","    3532.500000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2017","Calendar year","January",NA,"Production","Cantaloupe","All","California","    9432.500000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2017","Calendar year","January",NA,"Production","Cantaloupe","All","Florida","     572.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2017","Calendar year","January",NA,"Production","Cantaloupe","All","Georgia","     630.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2017","Calendar year","January",NA,"Production","Cantaloupe","All","Indiana","     345.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2017","Calendar year","January",NA,"Production","Cantaloupe","All","South Carolina","     279.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2017","Calendar year","January",NA,"Production","Cantaloupe","All","Texas","     220.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2017","Calendar year","January",NA,"Production","Watermelon","All","Arizona","    1802.500000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2017","Calendar year","January",NA,"Production","Watermelon","All","California","    6201.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2017","Calendar year","January",NA,"Production","Watermelon","All","Florida","    8690.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2017","Calendar year","January",NA,"Production","Watermelon","All","Georgia","    7942.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2017","Calendar year","January",NA,"Production","Watermelon","All","Indiana","    2573.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2017","Calendar year","January",NA,"Production","Watermelon","All","South Carolina","    2156.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2017","Calendar year","January",NA,"Production","Watermelon","All","Texas","    6380.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2018","Calendar year","January",NA,"Production","Cantaloupe","All","Arizona","    3768.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2018","Calendar year","January",NA,"Production","Cantaloupe","All","California","    8398.000000000000000000000000","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2018","Calendar year","January",NA,"Production","Cantaloupe","All","Florida","                               NA","thousand hundredweight"
"Table E-5--Melons: Production, selected States, 1990 to date","2018","Calendar year","January",NA,"Production","Cantaloupe","All","Georgia","                               NA","thousand hundredweight"
