"table_name","year_value","year_unit","year_start_month","month","variable","commodity_element","market_segment","geographic_extent","value","unit"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2008","Calendar year","January",NA,"Utilized production","Blueberries","All","Washington","   32000.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2008","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","Washington","   12000.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2008","Calendar year","January",NA,"Utilized production","Blueberries","Processed","Washington","   20000.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2008","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","Washington","     228.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2008","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","Washington","      80.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2008","Calendar year","January",NA,"Price received by growers","Blueberries","All","Washington","     136.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2008","Calendar year","January",NA,"Value of utilized production","Blueberries","All","Washington","   43360.000000000000000000000000","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Area harvested","Blueberries","All","Alabama","     310.000000000000000000000000","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Yield","Blueberries","All","Alabama","     968.000000000000000000000000","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","All","Alabama","     300.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","Alabama","     300.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","Processed","Alabama","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","Alabama","     164.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","Alabama","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","All","Alabama","     164.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Value of utilized production","Blueberries","All","Alabama","     492.000000000000000000000000","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Area harvested","Blueberries","All","Arkansas","     300.000000000000000000000000","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Yield","Blueberries","All","Arkansas","    1670.000000000000000000000000","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","All","Arkansas","     500.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","Arkansas","     500.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","Processed","Arkansas","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","Arkansas","     171.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","Arkansas","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","All","Arkansas","     171.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Value of utilized production","Blueberries","All","Arkansas","     855.000000000000000000000000","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Area harvested","Blueberries","All","California","    3000.000000000000000000000000","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Yield","Blueberries","All","California","    8070.000000000000000000000000","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","All","California","   24200.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","California","   24200.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","Processed","California","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","California","     294.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","California","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","All","California","     294.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Value of utilized production","Blueberries","All","California","   71148.000000000000000000000000","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Area harvested","Blueberries","All","Florida","    3200.000000000000000000000000","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Yield","Blueberries","All","Florida","    4220.000000000000000000000000","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","All","Florida","   13500.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","Florida","   13500.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","Processed","Florida","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","Florida","     380.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","Florida","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","All","Florida","     380.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Value of utilized production","Blueberries","All","Florida","   51300.000000000000000000000000","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Area harvested","Blueberries","All","Georgia","   10500.000000000000000000000000","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Yield","Blueberries","All","Georgia","    4100.000000000000000000000000","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","All","Georgia","   43000.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","Georgia","   23000.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","Processed","Georgia","   20000.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","Georgia","     202.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","Georgia","      43.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","All","Georgia","     128.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Value of utilized production","Blueberries","All","Georgia","   55060.000000000000000000000000","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Area harvested","Blueberries","All","Indiana","     660.000000000000000000000000","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Yield","Blueberries","All","Indiana","    5610.000000000000000000000000","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","All","Indiana","    3700.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","Indiana","    2700.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","Processed","Indiana","    1000.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","Indiana","     192.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","Indiana","      40.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","All","Indiana","     151.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Value of utilized production","Blueberries","All","Indiana","    5584.000000000000000000000000","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Area harvested","Blueberries","All","Maine","                               NA","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Yield","Blueberries","All","Maine","                               NA","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","All","Maine","   88100.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","Maine","     600.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","Processed","Maine","   87500.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","Maine","     220.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","Maine","      35.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","All","Maine","      36.299999999999997157829057","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Value of utilized production","Blueberries","All","Maine","   31945.000000000000000000000000","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Area harvested","Blueberries","All","Michigan","   18500.000000000000000000000000","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Yield","Blueberries","All","Michigan","    5350.000000000000000000000000","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","All","Michigan","   99000.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","Michigan","   49000.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","Processed","Michigan","   50000.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","Michigan","     165.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","Michigan","      42.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","All","Michigan","     103.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Value of utilized production","Blueberries","All","Michigan","  101850.000000000000000000000000","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Area harvested","Blueberries","All","Mississippi","    2700.000000000000000000000000","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Yield","Blueberries","All","Mississippi","    2190.000000000000000000000000","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","All","Mississippi","    5900.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","Mississippi","    4800.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","Processed","Mississippi","    1100.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","Mississippi","     180.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","Mississippi","      78.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","All","Mississippi","     161.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Value of utilized production","Blueberries","All","Mississippi","    9498.000000000000000000000000","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Area harvested","Blueberries","All","New Jersey","    8200.000000000000000000000000","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Yield","Blueberries","All","New Jersey","    6460.000000000000000000000000","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","All","New Jersey","   53000.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","New Jersey","   45000.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","Processed","New Jersey","    8000.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","New Jersey","     134.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","New Jersey","      62.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","All","New Jersey","     123.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Value of utilized production","Blueberries","All","New Jersey","   65260.000000000000000000000000","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Area harvested","Blueberries","All","New York","     900.000000000000000000000000","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Yield","Blueberries","All","New York","    2330.000000000000000000000000","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","All","New York","    2100.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","New York","    2050.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","Processed","New York","      50.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","New York","     221.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","New York","      54.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","All","New York","     217.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Value of utilized production","Blueberries","All","New York","    4558.000000000000000000000000","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Area harvested","Blueberries","All","North Carolina","    5500.000000000000000000000000","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Yield","Blueberries","All","North Carolina","    5950.000000000000000000000000","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","All","North Carolina","   32700.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","North Carolina","   25500.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","Processed","North Carolina","    7200.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","North Carolina","     190.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","North Carolina","      40.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","All","North Carolina","     157.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Value of utilized production","Blueberries","All","North Carolina","   51330.000000000000000000000000","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Area harvested","Blueberries","All","Oregon","    5700.000000000000000000000000","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Yield","Blueberries","All","Oregon","    8420.000000000000000000000000","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","All","Oregon","   48000.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","Oregon","   24000.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","Processed","Oregon","   24000.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","Oregon","     111.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","Oregon","      47.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","All","Oregon","      79.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Value of utilized production","Blueberries","All","Oregon","   37920.000000000000000000000000","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Area harvested","Blueberries","All","Washington","    4800.000000000000000000000000","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Yield","Blueberries","All","Washington","    8130.000000000000000000000000","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","All","Washington","   39000.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","Washington","   10500.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Utilized production","Blueberries","Processed","Washington","   28500.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","Washington","     174.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","Washington","      43.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Price received by growers","Blueberries","All","Washington","      78.299999999999997157829057","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2009","Calendar year","January",NA,"Value of utilized production","Blueberries","All","Washington","   30525.000000000000000000000000","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2010","Calendar year","January",NA,"Area harvested","Blueberries","All","Alabama","     340.000000000000000000000000","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2010","Calendar year","January",NA,"Yield","Blueberries","All","Alabama","    1260.000000000000000000000000","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2010","Calendar year","January",NA,"Utilized production","Blueberries","All","Alabama","     430.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2010","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","Alabama","     430.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2010","Calendar year","January",NA,"Utilized production","Blueberries","Processed","Alabama","                               NA","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2010","Calendar year","January",NA,"Price received by growers","Blueberries","Fresh","Alabama","     176.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2010","Calendar year","January",NA,"Price received by growers","Blueberries","Processed","Alabama","                               NA","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2010","Calendar year","January",NA,"Price received by growers","Blueberries","All","Alabama","     176.000000000000000000000000","cents per pound"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2010","Calendar year","January",NA,"Value of utilized production","Blueberries","All","Alabama","     757.000000000000000000000000","thousand dollars"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2010","Calendar year","January",NA,"Area harvested","Blueberries","All","Arkansas","     300.000000000000000000000000","acres"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2010","Calendar year","January",NA,"Yield","Blueberries","All","Arkansas","    2170.000000000000000000000000","pounds per acre"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2010","Calendar year","January",NA,"Utilized production","Blueberries","All","Arkansas","     650.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2010","Calendar year","January",NA,"Utilized production","Blueberries","Fresh","Arkansas","     650.000000000000000000000000","thousand pounds"
"Table D-2--Blueberries: Area harvested, yield, production, and season-average grower price, by State, various years to date","2010","Calendar year","January",NA,"Utilized production","Blueberries","Processed","Arkansas","                               NA","thousand pounds"
